SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LONG_DEG,LAT_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
S98_03140,RIP1093,27/03/1998,88.998,22.393,1994,DTW,236,Khulna,Satkhira,Kaliganj (S),Dhalbaria,Bahadurpur,4874739036,0.7,0.02,0.5,0.03,13.5,< 0.003,< 0.002,< 0.008,0.069,5.6,0.01,14.7,0.007,311,0.2,8.97,< 0.2,0.176,< 0.002,0.005
S98_03319,RIP1312,21/04/1998,89.194,23.772,1989,STW,42,Khulna,Kushtia,Kumarkhali,Chandpur,Mohannagar,4507117694,0.7,< 0.04,0.03,0.148,91.6,< 0.008,< 0.02,< 0.008,3.91,2.2,0.004,27.3,0.099,22.1,2.5,18.7,< 0.2,0.352,< 0.006,< 0.008
S98_03556,RIP1586,29/04/1998,90.415,22.918,1988,DTW,312,Barisal,Barisal,Muladi,Gachhua,Dashin char  di.,1066959159,0.7,< 0.04,0.4,0.02,4.51,< 0.008,< 0.02,< 0.008,0.066,1.6,0.004,1.96,0.017,217,0.3,12.8,0.3,0.0461,< 0.006,< 0.008
S98_03557,RIP1587,29/04/1998,90.415,22.953,1992,DTW,311,Barisal,Barisal,Muladi,Char kalekhan,Dakshin gachhua,1066923358,0.7,< 0.04,0.22,0.041,10.1,< 0.008,< 0.02,< 0.008,0.143,2.1,0.005,4.55,0.06,218,0.5,13.2,< 0.2,0.0853,< 0.006,< 0.008
S98_03580,RIP1613,3/5/1998,90.278,22.183,1991,DTW,302,Barisal,Barguna,Amtali,Kukua,Kukua,1040987663,0.7,< 0.04,0.6,0.014,4.47,< 0.008,< 0.02,< 0.008,0.103,2.9,0.004,3.22,0.008,224,1.4,10.1,0.7,0.0566,< 0.006,< 0.008
S98_03597,RIP1633,29/04/1998,90.193,22.806,1986,DTW,302,Barisal,Barisal,Banaripara,Chakhar,Chakhar,1061042258,0.7,< 0.04,0.49,0.07,14.5,< 0.008,< 0.02,< 0.008,0.329,2.6,0.006,10.5,0.031,299,0.7,13.1,0.9,0.126,< 0.006,< 0.008
S98_03625,RIP1667,3/5/1998,90.111,22.147,1992,DTW,311,Barisal,Barguna,Barguna Sadar,Barguna,Korak,1042828600,0.7,< 0.04,0.68,0.014,5.79,< 0.008,< 0.02,< 0.008,0.143,4.3,0.006,5.89,0.011,299,2.1,9.89,0.9,0.0723,< 0.006,0.009
S98_03643,RIP1688,6/5/1998,89.96,22.618,1995,STW,17,Barisal,Pirojpur,Pirojpur Sadar,Kadamtala,Kadamtala,1798025533,0.7,0.03,0.5,0.121,94,0.004,< 0.002,< 0.008,8.83,21.5,0.023,96.7,0.101,788,5.4,31.8,4.2,0.739,< 0.002,0.115
S98_03654,RIP1701,6/5/1998,89.977,22.707,1991,DTW,257,Barisal,Pirojpur,Nazirpur,Nazirpur,Bara Baichikati,1797652089,0.7,0.05,1,0.078,20.7,< 0.003,< 0.002,< 0.008,0.181,5.1,0.015,11.2,0.043,471,0.2,9.46,1.4,0.199,< 0.002,0.008
S98_03658,RIP1705,6/5/1998,89.998,22.698,1998,DTW,260,Barisal,Pirojpur,Nazirpur,Sriramkati,Bhimkati,1797684133,0.7,0.05,1.2,0.041,12,< 0.003,0.004,< 0.008,0.235,3.5,0.014,7.64,0.021,445,0.2,10.2,1.1,0.132,< 0.002,0.011
S98_03835,RIP1909,19/05/1998,90.008,23.563,1994,STW,18,Dhaka,Faridpur,Char Bhadrasan,Char Bhadrasan,Char Bhadrasan,3292119141,0.7,0.03,< 0.1,0.055,63.5,< 0.003,< 0.002,< 0.008,0.239,4.2,< 0.004,11.2,0.347,7.7,< 0.1,11.9,1.6,0.179,< 0.002,0.013
S98_04263,RIP3214,11/5/1998,90.63,22.67,1970,DTW,297,Barisal,Bhola,Bhola Sadar,Char Chhifali,Char chhifali,1091821124,0.7,< 0.01,0.2,0.068,31.9,< 0.003,< 0.002,< 0.008,0.17,5,< 0.004,19.6,0.051,147,0.1,16.8,< 0.2,0.352,< 0.002,0.007
S98_04266,RIP3217,11/5/1998,90.59,22.736,1981,DTW,282,Barisal,Bhola,Bhola Sadar,Illisha,Pangasia,1091851774,0.7,0.14,0.1,0.063,34,< 0.003,< 0.002,< 0.008,0.046,4.5,< 0.004,16.4,0.044,110,< 0.1,15.1,< 0.2,0.484,< 0.002,0.006
S98_04365,RIP3328,18/05/1998,91.451,23.245,1975,STW,39,Chittagong,Feni,Parshuram,Parshuram,Baurpathar,2305171064,0.7,0.11,< 0.1,0.038,3.4,< 0.003,< 0.002,< 0.008,0.351,5,0.004,1.18,0.06,7.6,< 0.1,12.3,0.8,0.0323,< 0.002,0.017
S98_04377,RIP3343,21/05/1998,91.917,22.041,1997,DTW,264,Chittagong,Chittagong,Banshkhali,Katharia,Katharia,2150850566,0.7,0.09,< 0.1,0.062,9.9,< 0.003,< 0.002,< 0.008,8.7,3.4,0.015,6.63,0.445,18.4,0.2,34.8,0.4,0.114,< 0.002,0.025
S98_04379,RIP3345,21/05/1998,91.929,22.105,1992,STW,62,Chittagong,Chittagong,Banshkhali,Sadhanpur,Lal money,2150875677,0.7,< 0.01,< 0.1,0.015,5.1,< 0.003,< 0.002,< 0.008,11.5,1.8,0.006,2.81,0.655,7,< 0.1,23.1,1.9,0.0522,< 0.002,0.018
S99_04023,RIP4023,12/5/1999,90.9956,24.0991,1998,HTW,68.6,Dhaka,Kishoreganj,Bhairab,Simulkandi,Rajnagar,3481183746,0.7,0.02,0.3,0.011,2,< 0.003,< 0.002,< 0.008,0.068,3.3,< 0.004,2.22,0.048,146,0.1,38.1,1.2,0.0182,0.004,0.011
S99_04200,RIP4200,9/6/1999,89.4644,24.598,1995,TARA,25.6,Rajshahi,Bogra,Sherpur,Bhabanipur,Haldibari,5108809404,0.7,0.05,< 0.1,0.02,36.6,< 0.003,< 0.002,< 0.008,0.026,1.4,0.012,17.1,0.645,22.7,< 0.1,27.7,9.3,0.231,0.002,0.018
S99_04209,RIP4209,10/6/1999,89.1283,24.9052,1997,HTW,13.4,Rajshahi,Bogra,Dubchachia,Gunahar,Taloch,5103354943,0.7,0.07,< 0.1,0.052,68.2,< 0.003,< 0.002,< 0.008,0.105,2.5,0.009,19.7,0.686,28.6,< 0.1,28,18.9,0.234,< 0.002,0.02
S99_04213,RIP4213,10/6/1999,89.1734,24.8733,1994,HTW,17.7,Rajshahi,Bogra,Dubchachia,Dhubchanchia,Dhubchanchia,5103327354,0.7,0.05,< 0.1,0.036,30.1,< 0.003,< 0.002,< 0.008,0.195,1,< 0.004,8.44,0.287,33.5,< 0.1,23.4,1.4,0.0876,< 0.002,0.013
S99_04225,RIP4225,13/06/1999,89.1889,24.6818,1992,TARA,25.3,Rajshahi,Bogra,Nandigram,Bhatra,Kumira,5106721643,0.7,0.04,< 0.1,0.029,49.1,< 0.003,< 0.002,< 0.008,0.197,2.2,0.005,7.45,0.3,20.5,< 0.1,19.3,1,0.152,< 0.002,0.079
S99_04244,RIP4244,16/06/1999,89.7651,25.4881,1996,HTW,13.4,Rajshahi,Kurigram,Char Rajibpur,Kodalkati,Kodalkati,5490857585,0.7,0.09,< 0.1,0.101,112,< 0.003,< 0.002,< 0.008,0.078,6.6,0.006,20.2,2.31,5,< 0.1,14.1,6.3,0.352,< 0.002,0.049
S99_04285,RIP4285,22/06/1999,89.1504,26.0536,1998,HTW,13.4,Rajshahi,Lalmonirhat,Hatibandha,Daoabari,Paschim Bichhandi,5523328557,0.7,< 0.01,< 0.1,0.009,14.1,< 0.003,< 0.002,< 0.008,1.99,4,< 0.004,2.88,0.098,7.1,< 0.1,14.4,4.5,0.0484,< 0.002,0.308
S99_04287,RIP4287,23/06/1999,89.0163,26.3463,1992,HTW,13.4,Rajshahi,Lalmonirhat,Patgram,Patgram,Rasulgonj,5527067915,0.7,0.02,< 0.1,0.041,9.3,< 0.003,< 0.002,< 0.008,0.794,6.1,< 0.004,2.41,0.169,62.3,< 0.1,12.9,10,0.0774,< 0.002,0.023
S99_04371,RIP4371,6/7/1999,89.1408,24.9731,1997,TARA,37.2,Rajshahi,Jaipurhat,Khetlal,Alampur,Pachul,5386109732,0.7,0.02,< 0.1,0.09,72.1,< 0.003,< 0.002,< 0.008,3.26,3,0.012,24.7,1.19,33.8,< 0.1,30.4,2.6,0.246,< 0.002,0.057
S99_05083,RIP5083,23/05/1999,90.0752,24.9805,1988,HTW,36.3,Dhaka,Sherpur,Sherpur Sadar,Bhatshala,Srirainpur,3898820131,0.7,0.03,< 0.1,0.046,35.8,< 0.003,< 0.002,< 0.008,0.395,1.1,< 0.004,15.7,0.305,20.8,< 0.1,27.5,4.8,0.189,< 0.002,0.011
S99_05243,RIP5243,17/06/1999,89.1434,25.8011,1998,HTW,18,Rajshahi,Rangpur,Rangpur Sadar,Haridebpur,Mahadevpur,5854923634,0.7,0.01,< 0.1,0.028,17.7,< 0.003,< 0.002,< 0.008,0.125,6.1,< 0.004,5.69,0.135,12.3,< 0.1,15,16.4,0.0639,< 0.002,0.052
S99_06012,RIP6012,10/5/1999,91.1335,24.4122,1996,HTW,73.2,Dhaka,Kishoreganj,Mithamain,Keorjore,Telikhai,3485977953,0.7,< 0.01,0.2,0.033,17,< 0.003,< 0.002,< 0.008,0.06,1,0.007,5.83,0.355,132,0.1,11.8,0.2,0.116,< 0.002,0.018
S99_06052,RIP6052,18/05/1999,90.5665,24.4284,1974,DTW,140.2,Dhaka,Mymensingh,Gafargaon,Gaffargaon,Uthari,3612225985,0.7,0.02,< 0.1,0.039,41.6,< 0.003,< 0.002,< 0.008,0.1,2.7,0.005,17.1,0.636,32,0.2,25,0.2,0.225,0.004,0.033
S99_06089,RIP6089,23/05/1999,90.6203,24.5757,1997,TARA,73.2,Dhaka,Mymensingh,Nandail,Moazzempur,Saidgaon,3617255885,0.7,0.02,< 0.1,0.039,26.8,< 0.003,< 0.002,< 0.008,0.023,1.8,0.005,12.2,0.138,31.7,0.2,25.3,0.3,0.148,0.004,0.025
S99_06099,RIP6099,24/05/1999,90.3404,24.8369,1997,TARA,48.2,Dhaka,Mymensingh,Mymensingh Sadar,Paranganj,Mirkandapur,3615288710,0.7,0.38,< 0.1,0.036,33.7,< 0.003,< 0.002,< 0.008,0.408,1.2,< 0.004,12.4,0.191,13.7,0.1,23.2,2.1,0.126,0.005,0.102
S99_06179,RIP6179,8/6/1999,89.4611,24.8352,1992,HTW,15.2,Rajshahi,Bogra,Gabtali,Mahishaban,Maria,5104054609,0.7,< 0.01,< 0.1,0.043,17.8,< 0.003,< 0.002,< 0.008,0.313,1.7,< 0.004,8.04,0.968,7.9,< 0.1,18.4,2.4,0.0849,< 0.002,0.012
S99_06263,RIP6263,20/06/1999,89.6937,25.8164,1989,HTW,14,Rajshahi,Kurigram,Kurigram Sadar,Panchgachhi,Chatrapur,5495285267,0.7,< 0.01,< 0.1,0.045,27.7,< 0.003,< 0.002,0.008,0.036,4.7,< 0.004,16,0.212,13.1,0.2,10,14.7,0.0375,0.003,0.014
S99_06301,RIP6301,26/06/1999,88.9689,25.9726,1999,HTW,34.4,Rajshahi,Nilphamari,Jaldhaka,Khutamara,Khalisa Khutamara,5733665523,0.7,< 0.01,< 0.1,0.019,13.9,< 0.003,< 0.002,< 0.008,0.381,2.7,< 0.004,3.84,0.53,11.8,< 0.1,30,0.7,0.0825,< 0.002,0.048
S99_06368,RIP6368,6/7/1999,89.058,24.9404,1995,TARA,25.3,Rajshahi,Jaipurhat,Akkelpur,Gopinathpur,Jogibhita,5381315480,0.7,< 0.01,< 0.1,0.025,33.8,< 0.003,< 0.002,< 0.008,0.276,1.3,0.006,11,0.237,22.6,< 0.1,30.6,2.2,0.122,< 0.002,0.021
S99_07048,RIP7048,18/05/1999,90.8588,24.7641,1983,HTW,64,Dhaka,Netrokona,Atpara,Teligati,Bijoypur,3720483144,0.7,0.03,< 0.1,0.073,59.3,< 0.003,< 0.002,0.023,0.204,1.4,< 0.004,20.2,0.345,55.4,0.2,19.2,0.5,0.316,0.005,0.031
S99_07131,RIP7131,31/05/1999,90.7386,24.0725,1999,TARA,51.2,Dhaka,Narsingdi,Shibpur,Chakradha,Baraigaon,3687631185,0.7,0.02,< 0.1,0.06,27.6,0.004,< 0.002,0.015,0.136,1.6,0.015,14.9,0.373,54.2,< 0.1,31.9,1.5,0.177,< 0.002,0.18
S99_07196,RIP7196,9/6/1999,89.6943,24.7153,1994,HTW,20.1,Rajshahi,Sirajganj,Kazipur,Khas Rajbari,Khas Rajkand,5885043600,0.7,0.11,< 0.1,0.106,118,< 0.003,< 0.002,< 0.008,0.067,6.3,< 0.004,27.9,1.34,6.8,< 0.1,11.4,29.8,0.328,< 0.002,0.012
S99_07289,RIP7289,20/06/1999,89.3882,25.6992,1992,HTW,18,Rajshahi,Rangpur,Pirgachha,Itakumari,Bara Hayat Khan,5857328116,0.7,0.02,< 0.1,0.022,10.8,< 0.003,< 0.002,< 0.008,0.976,3.7,< 0.004,4.98,0.21,7.1,< 0.1,20.7,1.8,0.0357,< 0.002,0.012
S99_07382,RIP7382,5/7/1999,88.6054,25.0296,1994,TARA,42.7,Rajshahi,Naogaon,Sapahar,Tilna,Doas,5648694357,0.7,< 0.01,< 0.1,0.042,40,< 0.003,< 0.002,< 0.008,1.15,1.9,0.005,9.28,0.234,28,< 0.1,29.6,0.5,0.163,< 0.002,0.017
S98_02742,RIP0027,15/03/1998,90.205,23.772,1991,STW,51,Dhaka,Manikganj,Singair,Jamirta,Hutair,3568260486,0.8,< 0.04,0.03,0.42,94.1,< 0.008,< 0.02,< 0.008,10.2,24.6,< 0.003,45.8,0.462,35.4,1.2,19,118,0.4,< 0.006,< 0.008
S98_02772,RIP0071,18/03/1998,89.931,23.947,1993,STW,20,Dhaka,Manikganj,Daulatpur (M),Dhamsar,Uttar bairagi,3561057967,0.8,< 0.01,< 0.1,0.023,42.1,< 0.003,< 0.002,< 0.008,0.336,3.3,< 0.004,24.8,0.006,13.5,< 0.1,24.9,92.9,0.122,< 0.002,0.017
S98_03000,RIP0515,3/6/1998,91.245,24.231,1992,STW,79,Chittagong,Brahamanbaria,Nasirnagar,Fandauk,Fandauk,2129043427,0.8,< 0.04,0.02,0.03,24.9,< 0.008,< 0.02,< 0.008,0.794,1.8,0.003,10.1,0.648,26.6,0.5,24.5,< 0.2,0.16,< 0.006,< 0.008
S98_03004,RIP0519,3/6/1998,91.153,24.154,1995,STW,50,Chittagong,Brahamanbaria,Nasirnagar,Kunda,Kunda,2129080676,0.8,< 0.04,0.02,0.054,15.1,< 0.008,< 0.02,< 0.008,2.31,3.1,0.003,6.11,0.534,27.3,0.3,33.3,0.4,0.104,< 0.006,0.034
S98_03080,RIP1023,26/03/1998,89.398,22.809,1996,DTW,295,Khulna,Khulna,Khulna Metro,Ward 07,Kda avenue,4476307746,0.8,< 0.01,0.18,0.131,40.1,< 0.003,< 0.002,< 0.008,0.132,5.2,0.007,23,0.024,156,0.1,14.8,1.6,0.353,< 0.002,0.006
S98_03125,RIP1077,25/03/1998,89.706,22.778,1998,DTW,276,Khulna,Bagerhat,Fakirhat,Bahirdia mansa,Attaka,4013410014,0.8,< 0.04,0.24,0.397,93.6,< 0.008,< 0.02,< 0.008,0.725,11.1,0.022,76.8,0.137,437,0.6,14.6,0.2,0.96,< 0.006,< 0.008
S98_03293,RIP1271,20/04/1998,89.123,23.651,1991,STW,50,Khulna,Jhenaidah,Harinakunda,Ragunathpur,Porahati,4441473775,0.8,< 0.04,0.02,0.06,56.8,< 0.008,< 0.02,< 0.008,0.245,2.2,< 0.003,11.7,0.056,13.6,< 0.2,9.99,7.5,0.11,< 0.006,0.01
S98_03334,RIP1330,27/04/1998,90.568,22.884,1965,STW,15,Barisal,Barisal,Hizla,Dhulkhola,Palpara,1063627779,0.8,< 0.04,0.12,0.052,16.3,< 0.008,< 0.02,< 0.008,0.268,3,0.005,9.5,0.042,98.8,0.4,15.6,< 0.2,0.165,< 0.006,0.29
S98_03516,RIP1537,27/04/1998,90.084,22.966,1994,DTW,244,Barisal,Barisal,Agailjhara,Bagdha,Chand trishira,1060207196,0.8,0.04,0.35,0.485,129,< 0.008,< 0.02,< 0.008,1.56,9.4,0.01,81.3,0.22,509,0.4,13.7,< 0.2,1.02,< 0.006,0.008
S98_03562,RIP1592,29/04/1998,90.395,22.706,1990,STW,16,Barisal,Barisal,Barisal Sadar,Char Kowa,Char kauar,1065143578,0.8,< 0.04,0.17,0.03,10.7,< 0.008,< 0.02,< 0.008,0.127,2.7,0.004,5.52,0.037,132,< 0.2,11.5,< 0.2,0.119,< 0.006,< 0.008
S98_03563,RIP1594,30/04/1998,90.192,22.325,1994,DTW,314,Barisal,Patuakhali,Mirzaganj,Deuli Subidkhali,Ranipur,1787627819,0.8,< 0.04,0.59,0.014,4.43,< 0.008,< 0.02,< 0.008,0.059,2.8,0.004,3.37,0.012,221,1,9.69,0.6,0.0512,< 0.006,< 0.008
S98_03723,RIP1780,14/05/1998,89.856,22.941,1998,DTW,362,Dhaka,Gopalganj,Tungipara,Kushli,Kushli,3359166678,0.8,0.02,0.4,0.035,14,< 0.003,< 0.002,< 0.008,0.17,4,0.009,9.82,0.027,439,0.2,9.83,0.3,0.149,< 0.002,0.009
S98_03724,RIP1781,14/05/1998,89.884,22.985,1998,DTW,360,Dhaka,Gopalganj,Tungipara,Gopalpur,Guadhana,3359138474,0.8,0.04,0.9,0.25,80.7,< 0.003,< 0.002,< 0.008,0.312,7.6,0.06,46.4,0.066,951,0.1,11.2,< 0.2,0.789,< 0.002,0.019
S98_03792,RIP1859,17/05/1998,89.687,23.388,1992,STW,57,Dhaka,Faridpur,Boalmari,Boalmari,Shibpur,3291815908,0.8,0.32,< 0.1,0.054,51.2,< 0.003,< 0.002,< 0.008,0.07,1.2,< 0.004,15.6,1.13,95.1,0.1,23.4,2.9,0.208,0.003,0.009
S98_03937,RIP2078,3/4/1998,88.905,24.592,1977,STW,27,Rajshahi,Rajshahi,Bagmara,Jogi para,Bhatkhali,5811269140,0.8,0.65,< 0.1,0.048,87.5,< 0.003,< 0.002,< 0.008,0.444,3.1,0.009,20.3,0.169,24.5,< 0.1,22.1,0.3,0.364,< 0.002,0.027
S98_04036,RIP2192,17/04/1998,89.498,23.961,1988,STW,42,Rajshahi,Pabna,Sujanagar,Dulai,Shibrampur,5768320872,0.8,0.1,< 0.1,0.035,61.6,< 0.003,< 0.002,< 0.008,0.319,2.2,0.012,22.9,0.32,48.8,0.2,29.8,16.2,0.319,0.004,0.022
S98_04083,RIP3007,25/04/1998,91.112,23.595,1997,STW,39,Chittagong,Comilla,Brahmanpara,Sahebabad,Sahebabad,2191582830,0.8,0.02,< 0.1,0.049,12.5,< 0.003,< 0.002,< 0.008,0.042,0.8,< 0.004,5.59,0.636,82,0.1,26.8,< 0.2,0.0797,0.004,0.027
S98_04247,RIP3196,9/5/1998,90.776,22.346,1990,DTW,301,Barisal,Bhola,Lalmohan,Ghali Gaurnagar,Char Kalachand,1095428596,0.8,0.01,0.1,0.064,32.6,< 0.003,0.004,< 0.008,0.301,6.4,< 0.004,22.2,0.054,73.5,0.3,19.5,< 0.2,0.299,< 0.002,0.008
S98_04250,RIP3199,9/5/1998,90.823,22.269,1997,DTW,292,Barisal,Bhola,Lalmohan,Lord Hardinge,Char Lord Hardin,1095406367,0.8,< 0.01,0.2,0.036,16.9,< 0.003,< 0.002,< 0.008,0.139,4.3,0.008,11.4,0.035,116,0.2,15.8,0.3,0.163,< 0.002,0.006
S98_04251,RIP3201,9/5/1998,90.787,22.267,1980,DTW,287,Barisal,Bhola,Lalmohan,Ramaganj,Raychand,1095476933,0.8,0.01,0.2,0.046,23.4,< 0.003,< 0.002,< 0.008,0.156,4.4,0.006,13.8,0.035,106,0.2,17.2,< 0.2,0.212,< 0.002,0.011
S98_04252,RIP3202,9/5/1998,90.711,22.27,1997,DTW,330,Barisal,Bhola,Lalmohan,Pasc. Char Umed,Gazaria,1095485535,0.8,0.02,0.2,0.032,12,< 0.003,< 0.002,< 0.008,0.078,3.2,< 0.004,6.1,0.024,123,0.3,11.1,0.3,0.134,< 0.002,0.008
S98_04261,RIP3212,11/5/1998,90.652,22.593,1997,DTW,282,Barisal,Bhola,Bhola Sadar,Dasksh.Dighaldi,Dakshin dighaldi,1091880449,0.8,0.05,1,0.093,37.8,< 0.003,< 0.002,< 0.008,0.034,6.4,0.019,22.4,0.062,374,< 0.1,15.5,6.1,0.436,< 0.002,0.015
S98_04265,RIP3216,11/5/1998,90.661,22.764,1995,DTW,292,Barisal,Bhola,Bhola Sadar,Ulisha,Murad chabulla,1091851736,0.8,< 0.01,0.4,0.04,14.6,< 0.003,< 0.002,< 0.008,0.15,4.5,0.004,13,0.017,182,< 0.1,15,0.3,0.219,< 0.002,0.009
S98_04322,RIP3280,11/5/1998,90.689,22.635,1998,DTW,317,Barisal,Bhola,Daulatkhan,Charpata,Charpata,1092928402,0.8,0.42,0.2,0.049,35.3,< 0.003,< 0.002,< 0.008,0.662,5.3,0.009,23.7,0.078,117,0.2,22.4,< 0.2,0.362,< 0.002,0.017
S98_04375,RIP3341,21/05/1998,91.942,22.041,1997,DTW,258,Chittagong,Chittagong,Banshkhali,Bailchhari,Chechuia,2150812207,0.8,< 0.01,< 0.1,0.044,6.6,< 0.003,< 0.002,< 0.008,10.5,3.4,0.014,4.91,0.526,9.9,< 0.1,29.8,2.4,0.0765,< 0.002,0.016
S98_04466,RIP3490,15/06/1998,91.504,22.893,1985,STW,22,Chittagong,Chittagong,Mirsharai,Dhum,Dhum,2155305251,0.8,0.02,0.4,0.064,22.8,< 0.003,< 0.002,< 0.008,0.143,14.1,0.007,37,0.363,221,< 0.1,12.4,0.7,0.275,< 0.002,0.014
S99_04010,RIP4010,10/5/1999,90.7325,24.3724,1994,TARA,109.7,Dhaka,Kishoreganj,Pakundia,Chardipasha,Kodalia,3487919594,0.8,0.06,< 0.1,0.039,32.1,< 0.003,< 0.002,< 0.008,4.51,1.5,0.006,13,0.2,41.3,0.2,30.2,< 0.2,0.208,< 0.002,0.028
S99_04080,RIP4080,19/05/1999,90.3345,25.0681,1992,TARA,62.2,Dhaka,Mymensingh,Haluaghat,Dhara,Darinagua,3612433278,0.8,0.05,< 0.1,0.022,16.4,< 0.003,< 0.002,0.01,0.372,1.1,< 0.004,8.31,0.217,20.3,0.1,25.5,0.3,0.0838,< 0.002,0.023
S99_04098,RIP4098,22/05/1999,90.195,24.5763,1994,TARA,53,Dhaka,Mymensingh,Fulbaria,Rangamatia,Anuhadi,3612095057,0.8,0.03,< 0.1,0.013,10.2,< 0.003,< 0.002,0.01,0.051,1.5,0.01,3.6,0.079,14.9,0.2,39.3,< 0.2,0.0738,< 0.002,0.047
S99_04201,RIP4201,9/6/1999,89.3846,24.5899,1989,HTW,19.8,Rajshahi,Bogra,Sherpur,Bishalpur,Bishalpur,5108819119,0.8,0.05,< 0.1,0.025,27.8,< 0.003,< 0.002,< 0.008,0.078,0.5,0.012,11.6,1.08,16.2,< 0.1,28.9,5.6,0.142,< 0.002,0.01
S99_04246,RIP4246,16/06/1999,89.7775,25.4604,1999,HTW,16.8,Rajshahi,Kurigram,Char Rajibpur,Char Rajibpur,Rajibpur,5490819790,0.8,0.05,< 0.1,0.058,55.2,< 0.003,< 0.002,< 0.008,0.059,2.5,< 0.004,15.4,2.26,3.3,< 0.1,12.5,20.2,0.167,< 0.002,0.034
S99_04313,RIP4313,27/06/1999,88.888,25.8026,1994,HTW,12.2,Rajshahi,Nilphamari,Saidpur,Pourashava ward 01,Golahat,5738501361,0.8,< 0.01,< 0.1,0.067,21.5,< 0.003,< 0.002,< 0.008,2.86,4.7,< 0.004,6.96,0.556,21.2,< 0.1,16.8,14,0.12,< 0.002,0.015
S99_04324,RIP4324,28/06/1999,88.6443,26.322,1995,HTW,19.8,Rajshahi,Panchagarh,Boda,Kajaldighi Kaliganj,Kajaldighi,5772558511,0.8,0.02,< 0.1,0.007,3.4,< 0.003,< 0.002,< 0.008,1.1,0.9,< 0.004,0.76,0.079,5.5,< 0.1,17.5,0.6,0.0154,< 0.002,0.014
S99_04366,RIP4366,5/7/1999,89.1409,25.2311,1999,TARA,25.6,Rajshahi,Jaipurhat,Panchbibi,Mohammadpur,Bindhara,5387484456,0.8,0.01,< 0.1,0.022,23.2,< 0.003,< 0.002,< 0.008,0.417,1.3,< 0.004,6.82,0.221,14.8,< 0.1,29.5,< 0.2,0.101,< 0.002,0.097
S99_04368,RIP4368,6/7/1999,89.1258,25.0391,1998,TARA,25.3,Rajshahi,Jaipurhat,Khetlal,Khetlal,Khetlal,5386147590,0.8,0.02,< 0.1,0.024,20.4,< 0.003,< 0.002,< 0.008,0.294,1.5,0.006,8.1,0.237,19.3,< 0.1,30.7,1,0.0724,< 0.002,0.05
S99_04373,RIP4373,6/7/1999,89.1416,25.069,1998,TARA,37.2,Rajshahi,Jaipurhat,Khetlal,Baratara,Nischinta,5386119722,0.8,0.01,< 0.1,0.022,12.3,< 0.003,< 0.002,< 0.008,1.3,1.1,0.006,5.04,0.253,11,< 0.1,29.8,0.3,0.0525,< 0.002,0.038
S99_04377,RIP4377,7/7/1999,88.9615,25.1674,1996,TARA,25.3,Rajshahi,Jaipurhat,Jaipurhat Sadar,Dhalahar,Atthoka,5384738032,0.8,< 0.01,< 0.1,0.074,11.7,< 0.003,< 0.002,< 0.008,6.01,3,< 0.004,4.26,0.506,19.1,< 0.1,25.2,< 0.2,0.0655,< 0.002,0.028
S99_05175,RIP5175,7/6/1999,89.4004,24.3861,1996,TARA,21,Rajshahi,Sirajganj,Tarash,Naogaon,Bhait,5888952117,0.8,0.01,< 0.1,0.027,30.3,< 0.003,< 0.002,< 0.008,0.036,1.1,0.005,12.7,2.04,21.2,0.1,28.3,6.3,0.133,< 0.002,0.017
S99_05270,RIP5270,20/06/1999,89.0002,25.7036,1996,TARA,27.7,Rajshahi,Rangpur,Badarganj,Radhanagar,Mansinhapur,5850382707,0.8,< 0.01,< 0.1,0.029,9.1,< 0.003,< 0.002,< 0.008,1.27,1.4,< 0.004,2.95,0.169,17.2,0.1,33.5,0.3,0.0588,< 0.002,0.019
S99_06035,RIP6035,16/05/1999,91.0947,24.2706,1998,HTW,73.2,Dhaka,Kishoreganj,Austagram,Deoghar,Sabhianagar,3480247944,0.8,0.02,< 0.1,0.013,19.2,< 0.003,< 0.002,< 0.008,0.112,1,< 0.004,7.93,0.735,56.1,< 0.1,18.8,< 0.2,0.129,< 0.002,0.014
S99_06146,RIP6146,1/6/1999,90.5973,24.0922,1997,TARA,52.7,Dhaka,Gazipur,Kapasia,Durgapur,Raonat,3333625820,0.8,< 0.01,< 0.1,0.021,26.1,< 0.003,< 0.002,< 0.008,0.065,1.3,< 0.004,7.65,0.042,24.7,0.2,34.2,1.3,0.166,0.008,0.009
S99_06325,RIP6325,29/06/1999,88.5511,26.1936,1990,HTW,23.5,Rajshahi,Panchagarh,Atwari,Balarampur,Sutkhamar,5770427913,0.8,< 0.01,< 0.1,0.007,8.2,< 0.003,< 0.002,< 0.008,2.4,1.3,< 0.004,2.42,0.126,8.7,< 0.1,18,3.1,0.0371,< 0.002,0.012
S99_06357,RIP6357,5/7/1999,89.1744,24.9996,1996,TARA,25.3,Rajshahi,Jaipurhat,Kalai,Zindarpur,Ghaturia,5385895378,0.8,< 0.01,< 0.1,0.026,22.2,< 0.003,< 0.002,< 0.008,0.603,1.2,0.01,7.57,0.251,18.5,< 0.1,27.7,0.5,0.0681,< 0.002,0.022
